GoodwoodIsland2469,255000,2017-06-01,,-1071607778,0
GorgeCreek2469,255000,2017-06-01,,-1071607778,0
Haystack2469,255000,2017-06-01,,-1071607778,0
HogarthRange2469,255000,2017-06-01,,-1071607778,0
JacksonsFlat2469,255000,2017-06-01,,-1071607778,0
JoesBox2469,255000,2017-06-01,,-1071607778,0
Kippenduff2469,255000,2017-06-01,,-1071607778,0
LouisaCreek2469,255000,2017-06-01,,-1071607778,0
LowerBottleCreek2469,255000,2017-06-01,,-1071607778,0
LowerDuckCreek2469,255000,2017-06-01,,-1071607778,0
LowerPeacock2469,255000,2017-06-01,,-1071607778,0
Mallanganee2469,255000,2017-06-01,,-1071607778,0
MookimaWybra2469,255000,2017-06-01,,-1071607778,0
Mororo2469,255000,2017-06-01,,-1071607778,0
MountMarsh2469,255000,2017-06-01,,-1071607778,0
Mummulgum2469,255000,2017-06-01,,-1071607778,0
MyrtleCreek2469,255000,2017-06-01,,-1071607778,0
OldBonalbo2469,255000,2017-06-01,,-1071607778,0
PaddysFlat2469,255000,2017-06-01,,-1071607778,0
PagansFlat2469,255000,2017-06-01,,-1071607778,0
PeacockCreek2469,255000,2017-06-01,,-1071607778,0
Pikapene2469,255000,2017-06-01,,-1071607778,0
PrettyGully2469,255000,2017-06-01,,-1071607778,0
Rappville2469,255000,2017-06-01,,-1071607778,0
Sandilands2469,255000,2017-06-01,,-1071607778,0
SimpkinsCreek2469,255000,2017-06-01,,-1071607778,0
SixMileSwamp2469,255000,2017-06-01,,-1071607778,0
Tabulam2469,255000,2017-06-01,,-1071607778,0
TheresaCreek2469,255000,2017-06-01,,-1071607778,0
Tunglebung2469,255000,2017-06-01,,-1071607778,0
UpperDuckCreek2469,255000,2017-06-01,,-1071607778,0
WarregahIsland2469,255000,2017-06-01,,-1071607778,0
Whiporie2469,255000,2017-06-01,,-1071607778,0
Woombah2469,255000,2017-06-01,,-1071607778,0
Wyan2469,255000,2017-06-01,,-1071607778,0
Yabbra2469,255000,2017-06-01,,-1071607778,0
Argalong2720,255000,2017-06-01,,-1071607778,0
Blowering2720,255000,2017-06-01,,-1071607778,0
BogongPeaksWilderness2720,255000,2017-06-01,,-1071607778,0
Bombowlee2720,255000,2017-06-01,,-1071607778,0
BombowleeCreek2720,255000,2017-06-01,,-1071607778,0
Buddong2720,255000,2017-06-01,,-1071607778,0
Couragago2720,255000,2017-06-01,,-1071607778,0
Gadara2720,255000,2017-06-01,,-1071607778,0
Gilmore2720,255000,2017-06-01,,-1071607778,0
Gocup2720,255000,2017-06-01,,-1071607778,0
Goobarragandra2720,255000,2017-06-01,,-1071607778,0
JonesBridge2720,255000,2017-06-01,,-1071607778,0
Killimicat2720,255000,2017-06-01,,-1071607778,0
Lacmalac2720,255000,2017-06-01,,-1071607778,0
LittleRiver2720,255000,2017-06-01,,-1071607778,0
Minjary2720,255000,2017-06-01,,-1071607778,0
Mundongo2720,255000,2017-06-01,,-1071607778,0
Pinbeyan2720,255000,2017-06-01,,-1071607778,0
RedHill2720,255000,2017-06-01,,-1071607778,0
Talbingo2720,255000,2017-06-01,,-1071607778,0
Tumorrama2720,255000,2017-06-01,,-1071607778,0
Tumut2720,255000,2017-06-01,,-1071607778,0
TumutPlains2720,255000,2017-06-01,,-1071607778,0
Wereboldera2720,255000,2017-06-01,,-1071607778,0
Wermatong2720,255000,2017-06-01,,-1071607778,0
Windowie2720,255000,2017-06-01,,-1071607778,0
Wyangle2720,255000,2017-06-01,,-1071607778,0
Yarrangobilly2720,255000,2017-06-01,,-1071607778,0
Alectown2870,255000,2017-06-01,,-1071607778,0
Beargamil2870,255000,2017-06-01,,-1071607778,0
Bindogundra2870,255000,2017-06-01,,-1071607778,0
Brolgan2870,255000,2017-06-01,,-1071607778,0
Bumberry2870,255000,2017-06-01,,-1071607778,0
Cookamidgera2870,255000,2017-06-01,,-1071607778,0
CooksMyalls2870,255000,2017-06-01,,-1071607778,0
Daroobalgie2870,255000,2017-06-01,,-1071607778,0
Goobang2870,255000,2017-06-01,,-1071607778,0
Goonumbla2870,255000,2017-06-01,,-1071607778,0
Kadina2870,255000,2017-06-01,,-1071607778,0
Mandagery2870,255000,2017-06-01,,-1071607778,0
Mickibri2870,255000,2017-06-01,,-1071607778,0
Mugincoble2870,255000,2017-06-01,,-1071607778,0
Nanardine2870,255000,2017-06-01,,-1071607778,0
Parkes2870,255000,2017-06-01,,-1071607778,0
Parkesborough2870,255000,2017-06-01,,-1071607778,0
Tichborne2870,255000,2017-06-01,,-1071607778,0
BaanBaa2390,320000,2017-06-01,,-1071607778,0
BackCreek2390,320000,2017-06-01,,-1071607778,0
Berrigal2390,320000,2017-06-01,,-1071607778,0
BohenaCreek2390,320000,2017-06-01,,-1071607778,0
BullawaCreek2390,320000,2017-06-01,,-1071607778,0
Couradda2390,320000,2017-06-01,,-1071607778,0
Edgeroi2390,320000,2017-06-01,,-1071607778,0
EulahCreek2390,320000,2017-06-01,,-1071607778,0
Harparary2390,320000,2017-06-01,,-1071607778,0
JacksCreek2390,320000,2017-06-01,,-1071607778,0
Kaputar2390,320000,2017-06-01,,-1071607778,0
Narrabri2390,320000,2017-06-01,,-1071607778,0
NarrabriWest2390,320000,2017-06-01,,-1071607778,0
RockyCreek2390,320000,2017-06-01,,-1071607778,0
Tarriaro2390,320000,2017-06-01,,-1071607778,0
Turrawan2390,320000,2017-06-01,,-1071607778,0
Bobin2429,320000,2017-06-01,,-1071607778,0
Boorganna2429,320000,2017-06-01,,-1071607778,0
